age,income,loan_amount,loan_tenure_months,employment_years,num_credit_lines,existing_debts,missed_payments,credit_score,debt_to_income_ratio,loan_to_income_ratio,payment_history_score,education,employment_type,creditworthy
43,40729.42,11355.47,24,3.0,5,11655.63,0,673,0.2862,0.2788,100,High School,Business,1
51,61014.28,1000.0,12,5.8,5,14686.66,1,678,0.2407,0.0164,92,Bachelor,Unemployed,1
50,72892.52,6918.18,60,2.2,3,4437.11,1,728,0.0609,0.0949,92,Bachelor,Business,1
62,39900.98,17633.78,60,5.5,7,13538.48,1,683,0.3393,0.4419,92,PhD,Business,1
55,61557.15,14240.88,12,0.2,3,11112.35,1,733,0.1805,0.2313,92,Master,Self-Employed,1
27,77042.41,1000.0,24,2.5,2,10066.17,1,479,0.1307,0.013,92,High School,Business,1
36,27760.42,1000.0,12,7.8,3,1532.24,1,643,0.0552,0.036,92,Bachelor,Salaried,1
46,55546.75,13564.07,12,8.1,3,1749.52,2,654,0.0315,0.2442,84,PhD,Self-Employed,1
68,39995.24,3543.54,60,6.3,8,3846.07,1,641,0.0962,0.0886,92,Master,Self-Employed,1
69,29161.22,4313.63,24,1.1,4,6368.06,0,660,0.2184,0.1479,100,Bachelor,Salaried,1
22,21198.06,17380.86,36,1.4,3,17003.73,1,617,0.8021,0.8199,92,Master,Salaried,0
21,28805.73,21617.91,60,27.7,5,4688.82,0,713,0.1628,0.7504,100,Bachelor,Self-Employed,1
68,56320.64,5994.38,36,0.5,4,11856.26,0,607,0.2105,0.1064,100,Master,Salaried,1
32,19561.42,11641.92,24,1.0,9,5676.18,0,633,0.2902,0.5951,100,High School,Salaried,1
25,42884.01,11406.03,12,0.7,8,10363.54,2,766,0.2417,0.266,84,Bachelor,Salaried,1
57,72890.28,10686.37,48,2.0,7,7685.09,2,754,0.1054,0.1466,84,Master,Unemployed,1
52,64878.24,12324.79,48,1.2,8,8885.12,3,663,0.1369,0.19,76,High School,Salaried,1
29,43328.83,18051.99,24,3.4,5,9848.07,0,599,0.2273,0.4166,100,Bachelor,Business,1
61,92173.19,6608.61,48,3.2,4,6752.71,0,519,0.0733,0.0717,100,High School,Salaried,1
55,96646.8,1000.0,36,11.6,7,9872.32,5,639,0.1021,0.0103,60,High School,Salaried,1
39,55574.69,25520.08,48,0.2,1,14169.58,1,691,0.255,0.4592,92,Master,Salaried,1
68,15000.0,20715.38,24,1.9,6,4229.42,1,592,0.2819,1.3809,92,Bachelor,Self-Employed,1
36,74501.86,3170.9,24,4.5,8,13929.33,1,650,0.187,0.0426,92,High School,Business,1
23,15000.0,13085.06,36,4.6,7,6673.98,2,622,0.4449,0.8723,84,Bachelor,Business,1
40,87475.21,20085.62,48,3.3,2,6145.04,0,512,0.0702,0.2296,100,Bachelor,Business,1
44,78838.87,17992.35,48,8.5,7,11497.8,2,659,0.1458,0.2282,84,High School,Salaried,1
53,94032.68,15696.11,12,0.3,6,6294.2,1,685,0.0669,0.1669,92,Master,Self-Employed,1
44,60725.84,10638.18,60,8.5,5,9595.85,2,663,0.158,0.1752,84,Bachelor,Salaried,1
31,47049.51,25818.43,24,3.4,4,9128.74,2,779,0.194,0.5487,84,Master,Salaried,1
69,45097.78,13766.87,12,0.7,1,0.0,1,624,0.0,0.3053,92,High School,Business,1
28,42982.28,7880.33,24,10.8,2,10087.93,3,618,0.2347,0.1833,76,Bachelor,Business,1
56,76583.51,18968.61,12,5.2,7,794.49,3,823,0.0104,0.2477,76,High School,Salaried,1
58,70669.97,12768.47,60,0.9,3,1175.59,0,550,0.0166,0.1807,100,High School,Business,1
60,57644.96,14798.38,12,0.2,5,9832.32,1,600,0.1706,0.2567,92,Master,Business,1
40,39112.01,13625.19,24,0.8,8,10682.95,1,679,0.2731,0.3484,92,High School,Salaried,1
55,112842.68,15974.2,48,4.7,8,14025.25,2,740,0.1243,0.1416,84,High School,Salaried,1
68,75072.24,4172.35,24,1.0,6,2553.16,1,725,0.034,0.0556,92,PhD,Unemployed,1
45,19850.34,1000.0,36,1.3,5,4293.6,2,567,0.2163,0.0504,84,Bachelor,Self-Employed,0
55,43642.37,23473.06,36,0.1,2,10321.83,1,780,0.2365,0.5378,92,High School,Salaried,1
45,75499.07,13996.68,36,6.4,9,14121.39,3,687,0.187,0.1854,76,PhD,Self-Employed,1
49,37410.14,18166.78,36,8.3,1,8960.87,2,584,0.2395,0.4856,84,High School,Self-Employed,1
38,62734.06,1000.0,60,8.0,2,3610.01,1,591,0.0575,0.0159,92,Master,Salaried,1
66,75917.52,20533.46,48,0.7,1,15532.09,3,656,0.2046,0.2705,76,High School,Self-Employed,1
38,15000.0,7828.11,48,11.7,4,6688.17,0,822,0.4458,0.5218,100,Bachelor,Salaried,1
22,52623.17,5550.25,24,5.6,4,6844.0,3,667,0.1301,0.1055,76,Bachelor,Self-Employed,1
55,53486.6,11493.01,12,11.4,5,820.76,1,821,0.0153,0.2149,92,High School,Business,1
36,45934.41,4176.16,24,3.0,5,11620.44,0,720,0.253,0.0909,100,Bachelor,Unemployed,1
61,61637.29,11986.15,24,2.9,8,12263.03,0,549,0.199,0.1945,100,Bachelor,Self-Employed,1
56,69465.43,10909.29,24,7.7,3,4470.84,4,763,0.0644,0.157,68,Master,Business,1
53,58125.12,20483.17,24,0.5,6,16756.04,1,574,0.2883,0.3524,92,Master,Business,1
24,46775.8,24106.76,48,3.7,3,5064.36,1,601,0.1083,0.5154,92,Bachelor,Salaried,1
53,68917.67,23852.13,12,9.1,2,11126.27,1,672,0.1614,0.3461,92,Bachelor,Unemployed,1
34,56079.18,1000.0,24,8.9,8,9118.25,0,648,0.1626,0.0178,100,Bachelor,Salaried,1
41,49924.59,4518.67,48,15.6,1,0.0,1,721,0.0,0.0905,92,Master,Salaried,1
68,26129.85,1000.0,24,6.0,9,10719.52,2,690,0.4102,0.0383,84,Bachelor,Self-Employed,1
40,20621.59,2451.66,36,1.2,7,10270.62,3,641,0.498,0.1189,76,Bachelor,Salaried,0
28,25712.94,6803.85,24,0.1,4,0.0,0,786,0.0,0.2646,100,Bachelor,Salaried,1
27,61123.24,15284.49,24,3.3,3,15626.67,0,612,0.2557,0.2501,100,PhD,Business,1
23,53260.27,7840.53,60,3.6,6,10290.94,2,570,0.1932,0.1472,84,Bachelor,Salaried,1
37,22433.75,8063.44,36,1.4,9,14197.01,1,687,0.6328,0.3594,92,High School,Unemployed,0
53,69210.19,13454.12,12,0.7,9,0.0,0,649,0.0,0.1944,100,Bachelor,Salaried,1
68,85234.81,1000.0,24,4.4,4,5947.84,1,670,0.0698,0.0117,92,Master,Unemployed,1
32,41833.14,5291.25,12,7.2,5,13903.01,2,709,0.3323,0.1265,84,Master,Salaried,1
42,16698.4,7971.55,36,24.9,9,158.54,1,635,0.0095,0.4774,92,Master,Self-Employed,1
42,39399.22,10380.78,24,7.1,2,6094.45,1,799,0.1547,0.2635,92,Master,Salaried,1
66,73798.13,12615.63,60,7.9,2,10032.51,1,671,0.1359,0.1709,92,Bachelor,Self-Employed,1
50,67067.66,24005.2,48,4.8,5,0.0,0,614,0.0,0.3579,100,Bachelor,Salaried,1
58,34706.48,19266.69,60,21.3,1,1393.05,2,697,0.0401,0.5551,84,Master,Salaried,1
58,88465.79,5845.52,60,5.1,8,14910.42,0,643,0.1685,0.0661,100,High School,Salaried,1
65,84662.16,9909.37,48,9.8,5,8298.97,0,659,0.098,0.117,100,Bachelor,Self-Employed,1
28,38873.87,9364.49,48,14.6,2,13883.5,1,562,0.3571,0.2409,92,Master,Unemployed,1
47,38647.62,7886.78,48,13.3,9,8910.48,0,571,0.2306,0.2041,100,Master,Salaried,1
47,41957.79,14180.13,24,2.4,2,20279.48,3,735,0.4833,0.338,76,PhD,Self-Employed,1
54,43838.68,1000.0,12,0.4,7,10193.66,1,551,0.2325,0.0228,92,PhD,Business,1
41,75911.84,19045.72,12,0.9,8,14348.89,1,640,0.189,0.2509,92,High School,Salaried,1
50,64357.24,25548.41,48,0.3,6,6769.57,1,676,0.1052,0.397,92,Master,Salaried,1
53,74295.73,9841.28,60,0.6,7,9053.65,0,763,0.1219,0.1325,100,High School,Salaried,1
48,69818.43,9685.08,36,1.0,1,11209.35,0,611,0.1605,0.1387,100,Master,Salaried,1
67,92719.6,13256.35,48,2.1,4,12039.03,0,711,0.1298,0.143,100,High School,Salaried,1
53,31693.52,20155.09,60,3.9,7,7805.05,1,640,0.2463,0.6359,92,Bachelor,Salaried,1
25,63367.89,9405.65,60,6.2,1,8013.72,3,476,0.1265,0.1484,76,PhD,Salaried,1
68,15000.0,19471.56,24,1.2,1,10509.6,1,654,0.7006,1.298,92,High School,Business,0
39,26026.98,15907.96,24,5.6,6,10506.32,1,645,0.4037,0.6112,92,Bachelor,Business,1
24,53353.23,30892.89,12,6.1,4,2874.71,1,684,0.0539,0.579,92,High School,Business,1
55,64200.55,9370.7,12,4.1,3,9124.81,1,599,0.1421,0.146,92,High School,Self-Employed,1
69,52760.05,1000.0,36,11.7,5,9603.87,0,607,0.182,0.019,100,Bachelor,Salaried,1
37,42521.77,1000.0,36,0.6,9,3118.41,2,746,0.0733,0.0235,84,Bachelor,Salaried,1
64,46432.81,12095.43,36,1.0,3,12529.63,4,623,0.2698,0.2605,68,High School,Salaried,1
48,85127.7,20223.06,36,2.8,5,10063.72,2,497,0.1182,0.2376,84,Bachelor,Self-Employed,1
50,46551.29,6779.93,60,0.7,5,19653.25,1,689,0.4222,0.1456,92,Master,Unemployed,1
49,93483.32,10152.54,60,4.2,9,7869.93,1,719,0.0842,0.1086,92,High School,Salaried,1
66,72468.38,17478.74,12,2.5,4,13680.56,1,718,0.1888,0.2412,92,Bachelor,Salaried,1
26,65065.82,4278.14,24,1.7,1,10695.63,1,601,0.1644,0.0657,92,PhD,Self-Employed,1
55,28740.87,7109.84,24,0.9,5,17607.2,1,650,0.6126,0.2474,92,Bachelor,Business,0
61,75575.24,2658.19,48,2.0,1,3150.1,0,693,0.0417,0.0352,100,Bachelor,Salaried,1
57,44137.05,21425.82,60,4.7,6,5523.43,3,727,0.1251,0.4854,76,Master,Salaried,1
44,28722.33,24333.38,36,4.3,7,3321.46,1,690,0.1156,0.8472,92,Master,Business,1
49,66282.56,1000.0,36,0.9,1,7610.41,1,712,0.1148,0.0151,92,Master,Salaried,1
69,24465.19,10862.52,48,0.7,4,2376.38,1,591,0.0971,0.444,92,PhD,Self-Employed,1
66,38230.69,23258.07,24,0.1,9,369.58,0,467,0.0097,0.6083,100,High School,Business,1
51,54777.45,15189.56,36,0.1,1,0.0,2,734,0.0,0.2773,84,PhD,Business,1
55,103805.27,8086.09,24,10.6,9,0.0,2,574,0.0,0.0779,84,PhD,Salaried,1
53,39887.85,1000.0,48,0.2,8,11281.96,3,636,0.2828,0.0251,76,Master,Salaried,1
41,44919.24,21223.56,24,6.6,5,5722.81,1,715,0.1274,0.4725,92,Bachelor,Salaried,1
52,71111.59,14884.12,24,10.3,6,1831.24,1,652,0.0258,0.2093,92,Master,Self-Employed,1
43,27757.49,1000.0,24,0.5,7,4704.6,1,706,0.1695,0.036,92,High School,Self-Employed,1
53,64741.74,21519.13,36,2.9,4,5360.49,0,846,0.0828,0.3324,100,Master,Unemployed,1
23,81530.39,1000.0,12,16.4,6,3177.0,1,694,0.039,0.0123,92,High School,Salaried,1
38,48243.91,10236.11,60,9.0,7,16027.75,1,592,0.3322,0.2122,92,Master,Self-Employed,1
45,77575.39,9883.08,24,3.4,6,15084.14,0,534,0.1944,0.1274,100,Bachelor,Salaried,1
62,61411.9,24947.05,24,7.2,6,15942.45,0,704,0.2596,0.4062,100,High School,Salaried,1
51,38925.0,9911.63,24,9.0,2,8895.98,1,657,0.2285,0.2546,92,Master,Salaried,1
23,50648.3,9882.86,12,2.1,5,9402.32,2,540,0.1856,0.1951,84,Bachelor,Salaried,1
60,46645.34,1095.37,48,11.1,3,4736.93,2,744,0.1015,0.0235,84,Bachelor,Business,1
66,53071.96,6876.82,36,3.2,7,3764.64,1,708,0.0709,0.1296,92,High School,Salaried,1
44,58359.79,5461.64,12,3.8,4,8108.63,2,649,0.1389,0.0936,84,Master,Salaried,1
52,67940.4,5878.22,24,40.0,1,11261.78,1,825,0.1658,0.0865,92,Bachelor,Salaried,1
67,66190.7,12050.28,12,9.3,6,13978.84,0,732,0.2112,0.1821,100,Bachelor,Salaried,1
42,15000.0,1000.0,12,2.2,6,5270.05,2,571,0.3513,0.0667,84,Bachelor,Salaried,0
43,52859.22,1000.0,12,0.1,7,1736.33,2,744,0.0328,0.0189,84,Master,Business,1
22,21792.72,11111.85,48,4.9,8,11669.92,4,670,0.5355,0.5099,68,Bachelor,Unemployed,0
47,48934.0,12970.04,60,6.1,3,0.0,0,801,0.0,0.265,100,Bachelor,Salaried,1
62,52276.63,10132.54,36,5.3,6,7803.95,0,725,0.1493,0.1938,100,Bachelor,Business,1
22,76475.26,11673.64,48,17.2,2,8446.52,2,689,0.1104,0.1526,84,Bachelor,Salaried,1
46,54337.46,8727.07,48,9.9,9,6106.06,0,684,0.1124,0.1606,100,PhD,Salaried,1
37,60702.8,11851.96,60,3.0,2,273.77,0,555,0.0045,0.1952,100,Master,Self-Employed,1
60,72447.24,15473.14,48,0.3,3,6171.94,1,609,0.0852,0.2136,92,Bachelor,Salaried,1
53,82010.55,15417.07,12,3.2,2,16212.71,0,667,0.1977,0.188,100,Bachelor,Salaried,1
29,52293.69,6488.33,12,5.8,9,10958.61,0,540,0.2096,0.1241,100,Bachelor,Salaried,1
63,57071.95,19320.76,24,4.7,1,13808.57,0,687,0.2419,0.3385,100,Master,Salaried,1
68,55220.51,13256.87,48,3.9,5,1913.99,2,591,0.0347,0.2401,84,High School,Salaried,1
59,43062.82,21857.71,24,3.2,1,9278.54,0,619,0.2155,0.5076,100,Master,Salaried,1
49,38079.47,23462.98,36,1.7,5,8441.7,1,707,0.2217,0.6161,92,High School,Salaried,1
62,15000.0,1000.0,12,1.6,8,8538.53,4,606,0.5692,0.0667,68,High School,Self-Employed,0
46,31313.46,5127.78,36,3.5,8,10779.23,1,688,0.3442,0.1638,92,High School,Salaried,1
55,15870.12,18508.38,60,0.9,8,8736.61,0,662,0.5505,1.1662,100,Master,Salaried,0
45,82614.37,1000.0,12,2.1,2,2052.7,0,565,0.0248,0.0121,100,Master,Salaried,1
44,59145.15,23361.42,36,2.0,8,11066.27,1,721,0.1871,0.395,92,High School,Business,1
33,52229.34,9248.94,60,4.4,5,12204.42,0,725,0.2337,0.1771,100,Bachelor,Salaried,1
27,39215.33,16600.26,36,0.3,1,14597.39,2,729,0.3722,0.4233,84,High School,Business,1
56,55655.14,11068.87,60,8.9,7,14818.26,1,803,0.2662,0.1989,92,Master,Salaried,1
65,36344.44,1000.0,60,4.1,6,10382.17,1,617,0.2857,0.0275,92,Bachelor,Unemployed,1
40,58828.41,20444.36,12,5.6,5,2285.81,1,494,0.0389,0.3475,92,High School,Salaried,1
21,60406.15,34005.78,24,6.1,1,353.08,1,597,0.0058,0.5629,92,High School,Salaried,1
28,36049.56,7879.93,60,1.7,1,6864.53,0,727,0.1904,0.2186,100,Master,Salaried,1
66,35629.84,9421.13,60,3.2,6,12597.35,0,643,0.3536,0.2644,100,Bachelor,Self-Employed,1
36,76168.39,1000.0,12,15.6,7,12275.18,0,538,0.1612,0.0131,100,High School,Self-Employed,1
34,53837.08,22812.02,24,7.3,1,9370.0,2,515,0.174,0.4237,84,Bachelor,Salaried,1
32,37817.55,19294.12,48,17.5,9,7817.2,3,764,0.2067,0.5102,76,Master,Salaried,1
43,46848.86,1000.0,48,6.9,4,17518.68,1,699,0.3739,0.0213,92,Bachelor,Self-Employed,1
35,32766.93,1000.0,24,1.0,5,10870.16,1,610,0.3317,0.0305,92,Bachelor,Unemployed,1
48,53521.96,1000.0,36,0.3,2,7563.63,1,801,0.1413,0.0187,92,Bachelor,Unemployed,1
54,73295.82,17161.35,12,4.3,8,4772.79,5,850,0.0651,0.2341,60,Bachelor,Self-Employed,1
22,54391.25,17959.93,24,2.2,2,2956.97,3,733,0.0544,0.3302,76,Bachelor,Salaried,1
52,106999.94,4613.33,48,1.6,3,2464.68,2,710,0.023,0.0431,84,PhD,Salaried,1
43,64269.91,15994.08,60,8.2,9,2957.53,0,692,0.046,0.2489,100,High School,Business,1
42,60059.0,13271.02,48,2.3,2,9404.76,2,718,0.1566,0.221,84,Bachelor,Business,1
45,35017.35,9061.84,60,1.9,6,7909.65,0,807,0.2259,0.2588,100,High School,Unemployed,1
42,49752.26,19761.57,12,9.5,4,6370.43,1,572,0.128,0.3972,92,High School,Self-Employed,1
42,37861.7,2360.52,60,9.4,7,11682.39,1,623,0.3085,0.0623,92,Bachelor,Business,1
69,15000.0,21180.31,24,2.2,6,17045.87,2,646,1.1363,1.4119,84,Master,Business,0
62,76433.77,6171.83,60,8.9,9,3883.27,2,696,0.0508,0.0807,84,High School,Self-Employed,1
26,43748.09,26252.29,36,9.5,9,4628.57,2,775,0.1058,0.6001,84,PhD,Business,1
35,38271.2,3957.55,24,2.8,4,0.0,1,683,0.0,0.1034,92,Bachelor,Salaried,1
63,59632.54,9187.42,12,0.3,1,7868.35,0,700,0.1319,0.1541,100,Bachelor,Self-Employed,1
57,66274.99,12468.7,24,0.0,2,7361.9,0,704,0.1111,0.1881,100,High School,Unemployed,1
53,47942.95,12418.55,36,3.7,8,12463.95,2,652,0.26,0.259,84,Bachelor,Salaried,1
28,54942.76,15926.63,12,2.1,8,7565.94,3,617,0.1377,0.2899,76,Bachelor,Self-Employed,1
64,71416.12,1714.54,48,29.3,2,5059.45,2,656,0.0708,0.024,84,Bachelor,Salaried,1
64,47075.74,11701.5,36,7.4,4,8963.43,1,598,0.1904,0.2486,92,Bachelor,Business,1
25,61651.34,13105.05,12,7.2,1,10785.34,0,599,0.1749,0.2126,100,Bachelor,Self-Employed,1
59,18496.62,7778.09,60,15.5,7,0.0,1,679,0.0,0.4205,92,Bachelor,Business,1
24,27690.98,15232.47,24,10.9,4,13034.45,1,612,0.4707,0.5501,92,Bachelor,Self-Employed,1
26,68321.88,1229.04,12,1.9,8,14531.51,0,798,0.2127,0.018,100,Master,Salaried,1
65,26541.71,9388.37,24,0.9,9,10737.28,1,662,0.4045,0.3537,92,Bachelor,Salaried,1
52,60151.03,5974.53,60,6.8,9,3327.22,2,759,0.0553,0.0993,84,High School,Business,1
50,51766.03,9412.55,12,2.4,3,6369.87,1,550,0.123,0.1818,92,Bachelor,Salaried,1
67,46981.72,23576.28,48,3.2,5,13914.37,2,553,0.2962,0.5018,84,Master,Self-Employed,1
55,36773.82,23731.65,36,5.0,6,3108.9,1,641,0.0845,0.6453,92,High School,Salaried,1
60,75005.48,22163.33,12,11.9,6,11143.22,2,725,0.1486,0.2955,84,Master,Business,1
36,93057.61,8301.94,60,2.7,8,7746.14,1,611,0.0832,0.0892,92,Bachelor,Salaried,1
33,61604.23,19260.95,12,7.6,6,8800.97,2,642,0.1429,0.3127,84,Bachelor,Business,1
62,62094.8,12898.9,24,1.6,6,3821.14,1,730,0.0615,0.2077,92,High School,Self-Employed,1
50,39988.73,12364.72,12,6.0,4,9653.32,1,619,0.2414,0.3092,92,PhD,Salaried,1
39,28685.86,11381.11,48,0.0,7,9295.38,1,589,0.324,0.3967,92,Master,Self-Employed,1
37,54125.74,26067.34,12,10.3,8,453.21,0,707,0.0084,0.4816,100,PhD,Business,1
39,33577.51,22926.71,36,0.2,3,7977.78,1,546,0.2376,0.6828,92,High School,Business,1
48,16002.58,17959.17,12,6.2,7,11069.49,0,620,0.6917,1.1222,100,Master,Salaried,0
46,72675.81,10637.59,24,0.2,3,6073.58,1,659,0.0836,0.1464,92,Bachelor,Unemployed,1
57,73747.67,12316.49,12,1.5,8,0.0,1,692,0.0,0.167,92,Master,Salaried,1
46,36105.55,16244.53,48,3.4,1,7425.92,2,716,0.2057,0.4499,84,High School,Salaried,1
43,60367.22,7827.13,60,2.7,1,15332.34,0,728,0.254,0.1297,100,Master,Self-Employed,1
29,77042.95,19506.53,12,1.1,6,6277.65,2,626,0.0815,0.2532,84,Master,Salaried,1
32,59510.59,4630.04,12,2.0,9,15143.26,1,727,0.2545,0.0778,92,High School,Salaried,1
21,28750.6,15134.75,36,6.5,4,3938.21,0,690,0.137,0.5264,100,High School,Self-Employed,1
21,49876.34,1000.0,48,5.5,6,2195.15,1,708,0.044,0.02,92,High School,Self-Employed,1
67,84189.81,7595.05,60,0.4,5,7974.49,0,599,0.0947,0.0902,100,High School,Salaried,1
54,60434.59,28621.42,24,6.9,1,3887.11,2,703,0.0643,0.4736,84,Bachelor,Self-Employed,1
52,66860.91,20289.53,12,0.3,6,9649.29,1,638,0.1443,0.3035,92,Master,Self-Employed,1
68,62515.84,24283.75,60,3.9,9,6137.15,1,654,0.0982,0.3884,92,High School,Self-Employed,1
45,36178.75,6661.54,24,1.5,3,15369.59,1,663,0.4248,0.1841,92,Bachelor,Business,1
60,41341.41,12830.18,48,4.4,3,5791.66,0,819,0.1401,0.3103,100,Bachelor,Salaried,1
65,62455.03,22255.94,48,1.5,2,8448.68,0,577,0.1353,0.3563,100,High School,Business,1
21,72971.18,17064.76,60,21.0,4,10981.68,0,745,0.1505,0.2339,100,Bachelor,Business,1
36,79197.91,16068.53,24,1.9,3,12781.58,1,764,0.1614,0.2029,92,High School,Self-Employed,1
59,36121.68,25044.66,48,1.4,2,15398.21,0,716,0.4263,0.6933,100,Bachelor,Salaried,1
25,64528.65,3676.36,60,1.6,1,6825.68,2,607,0.1058,0.057,84,High School,Salaried,1
42,81114.97,10526.1,48,11.3,3,6003.46,0,786,0.074,0.1298,100,Master,Salaried,1
49,33284.2,1000.0,48,5.1,6,0.0,1,623,0.0,0.03,92,High School,Self-Employed,1
23,87708.44,3239.15,48,6.6,9,18208.56,3,705,0.2076,0.0369,76,PhD,Salaried,1
32,91056.7,20593.48,36,12.5,5,9804.82,2,660,0.1077,0.2262,84,Master,Salaried,1
46,112751.9,4661.21,24,12.1,3,11759.04,2,620,0.1043,0.0413,84,Bachelor,Self-Employed,1
36,60080.54,17884.19,60,6.7,5,10778.64,2,694,0.1794,0.2977,84,Bachelor,Business,1
57,60201.34,25267.88,60,1.1,5,8247.67,1,800,0.137,0.4197,92,High School,Salaried,1
42,73193.88,10576.49,24,9.3,5,9751.76,1,671,0.1332,0.1445,92,Master,Unemployed,1
49,72551.66,16158.91,24,1.1,7,5201.69,2,808,0.0717,0.2227,84,Bachelor,Salaried,1
34,79780.07,17946.5,24,6.8,5,6489.51,2,635,0.0813,0.2249,84,Master,Salaried,1
48,72248.73,2228.04,24,5.8,7,3248.97,2,656,0.045,0.0308,84,High School,Self-Employed,1
25,52666.64,7068.38,12,7.1,9,15786.22,4,552,0.2997,0.1342,68,High School,Salaried,0
67,81883.94,3970.71,60,3.8,5,10807.41,3,605,0.132,0.0485,76,Bachelor,Business,1
69,31432.41,7706.22,12,5.1,2,17880.86,1,633,0.5688,0.2452,92,High School,Salaried,1
50,55128.75,17728.89,48,15.3,5,19481.92,1,624,0.3534,0.3216,92,Bachelor,Salaried,1
66,89402.18,7238.43,48,0.5,8,979.22,0,573,0.011,0.081,100,High School,Self-Employed,1
25,27494.58,11718.77,60,1.8,4,12926.14,1,589,0.4701,0.4262,92,Master,Self-Employed,0
32,40095.54,3660.31,48,4.7,2,1210.18,0,627,0.0302,0.0913,100,Master,Unemployed,1
36,69778.44,21811.38,24,16.6,3,8887.09,2,745,0.1274,0.3126,84,High School,Salaried,1
46,63666.06,7639.12,12,0.5,9,9573.65,0,530,0.1504,0.12,100,Bachelor,Salaried,1
46,35749.44,24183.84,24,0.1,9,1564.17,0,483,0.0438,0.6765,100,Bachelor,Salaried,1
68,45843.73,12487.43,48,0.3,8,4312.41,2,509,0.0941,0.2724,84,Master,Self-Employed,1
41,29022.79,1000.0,12,0.3,8,9801.76,0,582,0.3377,0.0345,100,Bachelor,Self-Employed,1
59,76570.67,10631.79,24,11.9,8,8881.5,2,701,0.116,0.1388,84,High School,Unemployed,1
56,49370.61,3497.79,60,6.4,8,2908.14,1,621,0.0589,0.0708,92,High School,Self-Employed,1
53,94427.43,16714.8,24,5.7,8,4509.84,0,620,0.0478,0.177,100,Bachelor,Unemployed,1
50,56784.21,9909.1,48,3.7,1,542.8,0,619,0.0096,0.1745,100,PhD,Unemployed,1
57,50165.71,13305.68,12,7.6,6,1985.38,1,500,0.0396,0.2652,92,Master,Salaried,1
43,48029.92,9045.18,60,0.8,9,6142.9,0,719,0.1279,0.1883,100,High School,Salaried,1
30,49627.6,7557.26,12,2.5,8,12937.27,1,755,0.2607,0.1523,92,Master,Salaried,1
25,57438.06,4211.02,60,3.4,3,13571.17,1,623,0.2363,0.0733,92,PhD,Salaried,1
56,110272.97,18689.78,12,0.6,1,17167.18,1,657,0.1557,0.1695,92,High School,Salaried,1
54,47545.09,10614.78,48,2.7,2,10121.32,1,659,0.2129,0.2233,92,Master,Salaried,1
51,48260.22,9482.47,60,1.9,2,8941.42,0,565,0.1853,0.1965,100,Bachelor,Salaried,1
30,56443.06,10414.29,36,0.2,7,10475.73,1,615,0.1856,0.1845,92,Bachelor,Salaried,1
39,78986.04,6569.11,12,0.7,6,10427.78,0,793,0.132,0.0832,100,Bachelor,Salaried,1
52,23738.34,9509.19,12,7.2,2,0.0,2,650,0.0,0.4006,84,PhD,Salaried,1
21,65012.04,13645.04,24,0.1,8,17444.37,0,668,0.2683,0.2099,100,High School,Salaried,1
25,37016.65,3726.9,60,13.6,9,0.0,1,595,0.0,0.1007,92,Master,Salaried,1
65,67172.0,4885.18,36,0.5,7,13743.81,2,616,0.2046,0.0727,84,High School,Salaried,1
24,44137.28,23026.27,48,8.0,4,8281.93,3,702,0.1876,0.5217,76,Bachelor,Business,1
36,15000.0,9097.95,24,11.4,1,2552.51,2,583,0.1702,0.6065,84,PhD,Salaried,1
44,63130.71,7587.51,36,14.2,4,10656.87,1,780,0.1688,0.1202,92,Master,Business,1
36,62945.18,1249.03,60,10.1,4,7409.31,2,521,0.1177,0.0198,84,Bachelor,Self-Employed,1
22,42260.23,18805.42,36,1.7,8,4587.31,0,599,0.1085,0.445,100,Bachelor,Salaried,1
69,40956.44,3552.59,12,2.0,4,1092.61,0,532,0.0267,0.0867,100,High School,Salaried,1
48,26149.8,11877.66,12,2.8,4,672.46,2,756,0.0257,0.4542,84,High School,Salaried,1
52,72008.2,1000.0,24,0.8,2,4945.44,0,647,0.0687,0.0139,100,Master,Salaried,1
47,74408.75,18545.38,60,0.1,7,6065.06,1,627,0.0815,0.2492,92,Bachelor,Business,1
40,35660.88,21414.85,60,10.2,4,1947.29,0,682,0.0546,0.6005,100,Bachelor,Business,1
44,43121.44,15876.16,36,4.0,6,8192.4,0,762,0.19,0.3682,100,Bachelor,Unemployed,1
32,53607.64,1000.0,24,4.7,3,2659.32,3,667,0.0496,0.0187,76,Bachelor,Self-Employed,1
55,104959.04,18710.1,60,13.1,7,9801.1,4,741,0.0934,0.1783,68,High School,Salaried,1
53,66992.68,5381.21,12,5.5,6,14156.9,3,627,0.2113,0.0803,76,Bachelor,Salaried,1
53,34244.86,2632.22,36,5.9,3,9446.87,0,573,0.2759,0.0769,100,Master,Self-Employed,1
63,61683.17,8932.31,48,7.7,4,7530.83,2,669,0.1221,0.1448,84,Master,Business,1
57,24712.79,8773.06,12,0.6,5,5325.51,2,594,0.2155,0.355,84,Bachelor,Salaried,1
32,70795.79,7959.61,24,2.2,9,15230.49,2,705,0.2151,0.1124,84,High School,Business,1
23,91862.04,22189.39,60,17.2,6,7032.42,1,617,0.0766,0.2415,92,Bachelor,Salaried,1
21,91955.42,28094.61,12,12.8,4,20451.12,0,643,0.2224,0.3055,100,Master,Salaried,1
